,precio_original,precio_estimado_lineal,error_lineal,precio_estimado_SVR,error_SVG,abs_error_SVG,precio_estimado_RFR,error_RFR,abs_error_RFR,precio_estimado_XGB,error_XGB,abs_error_XGB
27,12161.003136694671,7281.801570151136,4879.201566543536,6009.083332089514,6151.919804605157,6151.919804605157,7539.214561441899,4621.788575252773,4621.788575252773,9303.931,2857.0724726321714,2857.0724726321714
28,3668.998540229854,4121.4109916289435,-452.4124513990896,5423.18970627109,-1754.1911660412356,1754.1911660412356,5613.247093706647,-1944.2485534767934,1944.2485534767934,6476.3926,-2807.394037895146,2807.394037895146
29,3852.9988866292015,2113.728551294997,1739.2703353342044,2960.3991867850464,892.5996998441551,892.5996998441551,1961.407525462644,1891.5913611665576,1891.5913611665576,2673.0054,1179.9935155354515,1179.9935155354515
30,3343.998492839303,2667.616202378189,676.3822904611138,2611.101010605713,732.8974822335899,732.8974822335899,2446.1401207497843,897.8583720895185,897.8583720895185,3354.9644,-10.965862629447201,10.965862629447201
31,2851.000494758301,3292.9505856175165,-441.9500908592154,3057.0895141553965,-206.0890193970954,206.0890193970954,2499.283023027005,351.717471731296,351.717471731296,2160.6812,690.3193424145511,690.3193424145511
32,1485.000227094831,1986.3732686347755,-501.37304153994455,1611.6677966483053,-126.66756955347432,126.66756955347432,1686.6994231086092,-201.6991960137782,201.6991960137782,1709.6967,-224.69642817860654,224.69642817860654
33,4245.001725348943,2442.191712034214,1802.810013314729,3969.153114602203,275.8486107467402,275.8486107467402,3960.9480088228383,284.05371652610484,284.05371652610484,3974.8853,270.1164714426932,270.1164714426932
34,1677.9998851851503,896.2018732428622,781.7980119422881,808.9592690827378,869.0406161024125,869.0406161024125,994.4297245765849,683.5701606085654,683.5701606085654,1440.7762,237.22364006796283,237.22364006796283
35,622.9999700054394,962.469831125754,-339.4698611203146,781.7108763122625,-158.71090630682306,158.71090630682306,790.868356397312,-167.8683863918726,167.8683863918726,653.90594,-30.905974818779328,30.905974818779328
36,1000.0000959263175,1186.4629662522646,-186.46287032594705,994.6363602018027,5.363735724514754,5.363735724514754,830.5228019707456,169.4772939555719,169.4772939555719,889.8261,110.17398508647375,110.17398508647375
37,1029.9999508531582,1540.5050508961951,-510.5051000430369,1411.7793178148506,-381.7793669616924,381.7793669616924,1991.590709506679,-961.5907586535209,961.5907586535209,2104.5005,-1074.5005374280918,1074.5005374280918
38,6668.002677709936,2917.6368922176575,3750.365785492278,5597.332109577363,1070.670568132573,1070.670568132573,4446.947775582015,2221.0549021279203,2221.0549021279203,6661.64,6.362540991185597,6.362540991185597
39,1631.0003453986615,2467.8345766749985,-836.834231276337,1640.2619780048728,-9.261632606211379,9.261632606211379,1923.1620946945895,-292.1617492959281,292.1617492959281,1806.8298,-175.82948858571353,175.82948858571353
40,703.0000615542996,1164.2794156026455,-461.2793540483459,1254.4538840236364,-551.4538224693368,551.4538224693368,891.9292172706897,-188.92915571639014,188.92915571639014,970.38904,-267.3889765316379,267.3889765316379
41,6798.998504050189,8585.361691279444,-1786.3631872292553,6477.093174372004,321.9053296781849,321.9053296781849,7152.637428444355,-353.63892439416577,353.63892439416577,7160.015,-361.0166326685612,361.0166326685612
42,4276.998411216521,2307.3185892556116,1969.6798219609095,2553.5525758243352,1723.445835392186,1723.445835392186,2944.330934481957,1332.6674767345644,1332.6674767345644,3128.2622,1148.7362041852712,1148.7362041852712
43,1188.000150477221,1267.4617212264723,-79.46157074925122,1221.7447512156084,-33.74460073838736,33.74460073838736,904.7474465597998,283.2527039174213,283.2527039174213,966.4685,221.53164461784604,221.53164461784604
44,2780.0002561587667,2764.8907187996483,15.109537359118349,1198.0545526888923,1581.9457034698744,1581.9457034698744,1437.1781567510216,1342.822099407745,1342.822099407745,1375.931,1404.0692258853292,1404.0692258853292
45,2192.0001854390734,2936.6123689531546,-744.6121835140812,5559.032209181657,-3367.0320237425835,3367.0320237425835,3508.168096555988,-1316.1679111169146,1316.1679111169146,2691.6306,-499.63042979530155,499.63042979530155
46,1393.999924387199,1125.398161643015,268.6017627441838,871.5211096561283,522.4788147310707,522.4788147310707,1412.0641719508242,-18.06424756362526,18.06424756362526,983.0714,410.9285132543864,410.9285132543864
47,1162.0001245365704,1463.601623556606,-301.6014990200356,1924.8376120328724,-762.837487496302,762.837487496302,1612.0163129009636,-450.0161883643932,450.0161883643932,1789.3263,-627.3261694087421,627.3261694087421
48,2376.000305479903,2306.541153042166,69.45915243773698,2316.4450012282628,59.55530425164034,59.55530425164034,2354.580525118942,21.419780360960885,21.419780360960885,2368.7546,7.245666808028091,7.245666808028091
49,4609.998009272913,3755.338285102503,854.6597241704098,4055.319396519625,554.6786127532878,554.6786127532878,5151.750749529372,-541.7527402564592,541.7527402564592,4222.919,387.0790639604129,387.0790639604129
50,15192.993249496101,3428.978698269024,11764.014551227077,3024.0029643667226,12168.99028512938,12168.99028512938,12670.753236094462,2522.240013401639,2522.240013401639,18220.729,-3027.7352661288987,3027.7352661288987
51,1633.99966101481,1743.544558379991,-109.54489736518099,2019.6770664838718,-385.6774054690618,385.6774054690618,2172.628395811025,-538.6287347962148,538.6287347962148,1873.3086,-239.30893273518996,239.30893273518996
52,2282.00024152454,1801.1607129519787,480.8395285725612,2064.0545845214215,217.9456570031184,217.9456570031184,1646.9840772360747,635.0161642884652,635.0161642884652,2161.4436,120.55663800891489,120.55663800891489
53,3168.0003565400543,1440.0727346396836,1727.9276219003707,1898.7164230245505,1269.2839335155038,1269.2839335155038,1853.229896160331,1314.7704603797233,1314.7704603797233,2652.8857,515.1146143525543,515.1146143525543
54,594.0000741072457,1063.1778448275916,-469.17777072034585,1017.9057745268235,-423.9057004195778,423.9057004195778,1613.3409224389227,-1019.340848331677,1019.340848331677,1270.0941,-676.0940421036918,676.0940421036918
55,9880.00144213061,6971.396374750291,2908.6050673803184,9213.736096448429,666.2653456821809,666.2653456821809,9470.802841486007,409.19860064460227,409.19860064460227,9549.005,330.9965593181096,330.9965593181096
56,6727.00119122947,4768.418427984652,1958.5827632448181,6742.6167706901515,-15.615579460681147,15.615579460681147,6683.654454669068,43.34673656040195,43.34673656040195,7158.397,-431.39578142677965,431.39578142677965
57,5004.997995550195,4769.647001955402,235.35099359479318,4290.15434053173,714.8436550184651,714.8436550184651,4059.1395250868627,945.8584704633322,945.8584704633322,3679.4895,1325.50849359707,1325.50849359707
58,2126.0005021678207,2630.6356295907462,-504.6351274229255,2500.2967477910806,-374.2962456232599,374.2962456232599,2026.1547857495918,99.8457164182289,99.8457164182289,2230.92,-104.91941970717926,104.91941970717926
59,1485.000227094831,1986.3732686347755,-501.37304153994455,1611.6677966483053,-126.66756955347432,126.66756955347432,1686.6994231086092,-201.6991960137782,201.6991960137782,1709.6967,-224.69642817860654,224.69642817860654
60,2178.000366510243,1626.17655473424,551.8238117760031,1767.1753648396923,410.8250016705508,410.8250016705508,1606.8730661235008,571.1273003867423,571.1273003867423,2069.6497,108.35070830711811,108.35070830711811
61,2443.999522036386,1607.8324037432938,836.1671182930925,1725.5223743514634,718.4771476849228,718.4771476849228,1466.1596928224453,977.8398292139409,977.8398292139409,1574.6761,869.3233745754487,869.3233745754487
62,5149.999909130302,2335.6551316778105,2814.344777452491,4770.432686168842,379.56722296145927,379.56722296145927,3798.3379088421048,1351.6620002881969,1351.6620002881969,4603.4917,546.5082099115516,546.5082099115516
63,10841.997378243017,6135.303924154318,4706.693454088699,7789.590215501335,3052.4071627416824,3052.4071627416824,7088.999619534918,3752.9977587080994,3752.9977587080994,10708.635,133.362612618017,133.362612618017
64,1745.9998411431868,2631.562369994301,-885.5625288511144,2282.301404757815,-536.3015636146281,536.3015636146281,1784.264044230222,-38.264203087035185,38.264203087035185,1557.9539,188.0459837213118,188.0459837213118
65,3538.9996736231615,4252.108703554064,-713.1090299309026,3519.3748830464624,19.62479057669907,19.62479057669907,3280.153228964637,258.84644465852443,258.84644465852443,3226.1208,312.87882401378647,312.87882401378647
66,1465.999790980026,1716.73275036111,-250.7329593810839,1697.2515936502425,-231.25180267021642,231.25180267021642,1450.0329146140596,15.966876365966527,15.966876365966527,1713.6765,-247.6767226918489,247.6767226918489
67,3475.000411457114,3698.3009448249613,-223.3005333678475,2472.3555862564076,1002.6448252007062,1002.6448252007062,1498.1208471639723,1976.8795642931416,1976.8795642931416,1987.836,1487.1643518868013,1487.1643518868013
68,4156.001733081256,5806.859070421822,-1650.8573373405661,6568.222015852562,-2412.2202827713063,2412.2202827713063,5688.467933014887,-1532.4661999336313,1532.4661999336313,5884.4688,-1728.4670169187439,1728.4670169187439
69,3960.000549670503,7050.041408467749,-3090.0408587972456,5512.3601576256915,-1552.3596079551885,1552.3596079551885,5178.91238624641,-1218.9118365759073,1218.9118365759073,3730.959,229.041565295503,229.041565295503
70,2573.9994417215407,1892.9764722463322,681.0229694752086,2245.3065532006217,328.69288852091904,328.69288852091904,2280.0469091887385,293.95253253280225,293.95253253280225,2350.3794,223.62004719029073,223.62004719029073
71,1492.9998968111283,1805.9718576461767,-312.9719608350483,2041.8594834570472,-548.8595866459189,548.8595866459189,1843.3148544294932,-350.3149576183648,350.3149576183648,1570.1722,-77.17234439980916,77.17234439980916
72,6668.002677709936,2917.6368922176575,3750.365785492278,5597.332109577363,1070.670568132573,1070.670568132573,4446.947775582015,2221.0549021279203,2221.0549021279203,6661.64,6.362540991185597,6.362540991185597
73,2257.999957645662,2432.8343649151557,-174.83440726949357,2068.0814372907116,189.9185203549505,189.9185203549505,1924.6168279552355,333.3831296904266,333.3831296904266,1899.252,358.7480045206621,358.7480045206621
74,10841.997378243017,7568.9175324069065,3273.0798458361105,6874.517573801346,3967.479804441671,3967.479804441671,6900.52705223972,3941.4703260032966,3941.4703260032966,8284.357,2557.639956368017,2557.639956368017
75,9880.00144213061,6859.324067465787,3020.6773746648223,8938.563999142538,941.4374429880718,941.4374429880718,9280.001457552002,599.9999845786078,599.9999845786078,9676.846,203.15573900560958,203.15573900560958
76,1766.9998430271376,952.1947837446409,814.8050592824967,1316.4801226917139,450.5197203354237,450.5197203354237,906.6985156981154,860.3013273290221,860.3013273290221,1312.5282,454.47164478495006,454.47164478495006
77,1538.0001372245815,2328.293461962974,-790.2933247383926,2060.7605315436617,-522.7603943190802,522.7603943190802,2161.692608653813,-623.6924714292313,623.6924714292313,1596.2949,-58.29478465041848,58.29478465041848
78,2771.999819083086,1245.151766157065,1526.8480529260212,1705.162912996412,1066.8369060866742,1066.8369060866742,1681.6667793894915,1090.3330396935946,1090.3330396935946,1889.1807,882.8191550205861,882.8191550205861
79,9497.002111452464,3758.5612108160317,5738.440900636433,4594.306666938253,4902.695444514211,4902.695444514211,5949.846195961078,3547.1559154913866,3547.1559154913866,7138.3613,2358.6407833274643,2358.6407833274643
80,10841.997378243017,7568.9175324069065,3273.0798458361105,6874.517573801346,3967.479804441671,3967.479804441671,6900.52705223972,3941.4703260032966,3941.4703260032966,8284.357,2557.639956368017,2557.639956368017
81,926.0001929858473,1199.7359598469093,-273.73576686106196,1023.5352570172962,-97.53506403144888,97.53506403144888,992.4611212250657,-66.46092823921833,66.46092823921833,924.3568,1.6433814624098204,1.6433814624098204
82,3179.999219928693,2118.0797906301846,1061.9194292985085,1696.5851449036484,1483.4140750250447,1483.4140750250447,1821.22616074326,1358.773059185433,1358.773059185433,1581.3777,1598.621534381818,1598.621534381818
83,1188.000150477221,1108.8585847786082,79.1415656986128,1074.6750250637695,113.32512541345159,113.32512541345159,1090.7164720471826,97.28367843003844,97.28367843003844,1139.1931,48.80703524284604,48.80703524284604
84,1219.99984005192,2276.143540163249,-1056.1437001113288,2546.867075404053,-1326.867235352133,1326.867235352133,1874.4115181160726,-654.4116780641525,654.4116780641525,1641.6038,-421.60391971370495,421.60391971370495
85,2771.999819083086,765.2255749236971,2006.7742441593891,2315.8611044431746,456.13871463991154,456.13871463991154,1661.020249377172,1110.9795697059142,1110.9795697059142,2630.7903,141.2095358799611,141.2095358799611
86,7156.998077487298,8585.361691279444,-1428.3636137921458,6477.093174372004,679.9049031152945,679.9049031152945,7152.637428444355,4.360649042943805,4.360649042943805,7160.015,-3.01705923145164,3.01705923145164
87,2096.999888226087,2642.564962957193,-545.565074731106,2228.5332659884666,-131.5333777623796,131.5333777623796,2204.7229989995985,-107.72311077351151,107.72311077351151,1931.1605,165.83936576514952,165.83936576514952
88,1600.0001145111835,1091.107260072609,508.89285443857443,1114.009419021981,485.9906954892024,485.9906954892024,1490.7346543402277,109.26546017095575,109.26546017095575,1219.22,380.7801438080585,380.7801438080585
89,1559.0001494255005,1173.7522738110536,385.2478756144469,1267.5629814113277,291.4371680141728,291.4371680141728,1349.3748320783363,209.62531734716413,209.62531734716413,1604.6156,-45.61545116043703,45.61545116043703
